Index_adipose,Record_adipose,Symbol,Description_adipose,Location_adipose,Mean_adipose,Peak -logP_adipose,Peak Location_adipose,Effect Size_adipose,Gene_Chr_adipose,Gene_Pos_Str_adipose,Peak_Chr_adipose,Peak_Pos_Str_adipose,Gene_Pos_adipose,Peak_Pos_adipose,Distance_Mb_adipose,is_cis_adipose,cis_trans_adipose,is_pseudogene_adipose,is_uncharacterized_adipose,is_loc_adipose,trans_flag_adipose,flag_artifact_adipose,norm_logp_adipose,norm_es_adipose,biol_score_adipose,tier_adipose,tissue_adipose,genomic_context_adipose,Index_liver,Record_liver,Description_liver,Location_liver,Mean_liver,Peak -logP_liver,Peak Location_liver,Effect Size_liver,Gene_Chr_liver,Gene_Pos_Str_liver,Peak_Chr_liver,Peak_Pos_Str_liver,Gene_Pos_liver,Peak_Pos_liver,Distance_Mb_liver,is_cis_liver,cis_trans_liver,is_pseudogene_liver,is_uncharacterized_liver,is_loc_liver,trans_flag_liver,flag_artifact_liver,norm_logp_liver,norm_es_liver,biol_score_liver,tier_liver,tissue_liver,genomic_context_liver,_merge,in_adipose,in_liver,in_both,shared_peak,same_direction,peak_distance_mb,pleiotropy_class,tissue_specificity_index,conservation_score,master_score
1952.0,ENSRNOG00000007456,Calb1,calbindin 1,Chr5: 29.375623,5.265,70.7,Chr5: 29.456424,0.758,Chr5,29.375623,Chr5,29.456424,29.375623,29.456424,0.0808009999999974,True,cis,False,False,False,cis,False,0.3393574297188755,0.1668153434433541,0.4771604706067803,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,29.086418824271213
28217.0,ENSRNOG00000042634,Serpina12,serpin family A member 12,Chr6: 122.967270,9.872,52.3,Chr6: 123.067730,-1.632,Chr6,122.96727,Chr6,123.06773,122.96727,123.06773,0.1004599999999982,True,cis,False,False,False,cis,False,0.21619812583668,0.4267023490930716,0.525015166225413,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,29.000606649016518
,,Krtcap3,,,,,,,,,,,,,,,,,,,,,,,,,,,8155.0,ENSRNOG00000047941,keratinocyte associated protein 3,Chr6: 25.122521,4.733,66.6,Chr6: 25.131442,1.348,Chr6,25.122521,Chr6,25.131442,25.122521,25.131442,0.0089210000000008,True,cis,False,False,False,cis,False,0.2994858611825192,0.1957671957671957,0.4733385699324002,Tier_1_HighConfidence,Liver,promoter,right_only,False,True,False,False,False,,tissue_specific,,,28.933542797296006
,,Slc2a12,,,,,,,,,,,,,,,,,,,,,,,,,,,28689.0,ENSRNOG00000011161,solute carrier family 2 member 12,Chr1: 22.862203,6.988,76.0,Chr1: 22.842323,-1.027,Chr1,22.862203,Chr1,22.842323,22.862203,22.842323,0.0198800000000005,True,cis,False,False,False,cis,False,0.3598971722365038,0.1351095993953136,0.4732523700711361,Tier_1_HighConfidence,Liver,promoter,right_only,False,True,False,False,False,,tissue_specific,,,28.930094802845442
32351.0,ENSRNOG00000059840,Unc5a,unc-5 netrin receptor A,Chr17: 9.670557,5.11,72.9,Chr17: 9.399220,1.147,Chr17,9.670557,Chr17,9.39922,9.670557,9.39922,0.2713370000000008,True,cis,False,False,False,cis,False,0.3540829986613119,0.2824858757062147,0.5227991060286342,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.91196424114537
3397.0,ENSRNOG00000000522,Cpne5,copine 5,Chr20: 7.289308,2.726,53.9,Chr20: 7.361183,1.092,Chr20,7.289308,Chr20,7.361183,7.289308,7.361183,0.0718749999999994,True,cis,False,False,False,cis,False,0.2269076305220883,0.2661314302705917,0.4725636712774379,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.90254685109752
8906.0,UNCHAR_LOC100912568,LOC100912568,uncharacterized LOC100912568,Chr6: 107.231785,5.19,82.6,Chr6: 107.059969,1.872,Chr6,107.231785,Chr6,107.059969,107.231785,107.059969,0.1718160000000068,True,cis,False,True,True,cis,False,0.4190093708165996,0.4980672019030627,0.5209768004518818,Tier_2_Validate,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.83907201807527
9445.0,ENSRNOG00000079079,LOC102548576,uncharacterized LOC102548576,Chr11: 73.403896,3.178,91.0,Chr11: 72.767252,1.681,Chr11,73.403896,Chr11,72.767252,73.403896,72.767252,0.636644000000004,True,cis,False,True,True,cis,False,0.4752342704149933,0.4412726732084448,0.5207774302682033,Tier_2_Validate,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.83109721072813
,,Lcn3,,,,,,,,,,,,,,,,,,,,,,,,,,,8254.0,ENSRNOG00000074882,lipocalin 3,Chr3: 8.542791,2.171,63.3,Chr3: 9.132259,2.164,Chr3,8.542791,Chr3,9.132259,8.542791,9.132259,0.5894680000000001,True,cis,False,False,False,cis,False,0.2782776349614396,0.3499622071050642,0.5198839447232763,Tier_1_HighConfidence,Liver,proximal,right_only,False,True,False,False,False,,tissue_specific,,,28.79535778893105
912.0,UNCHAR_Apol3,Apol3,uncharacterized Apol3,Chr7: 109.288724,8.857,27.5,Chr7: 108.643752,0.331,Chr7,109.288724,Chr7,108.643752,109.288724,108.643752,0.6449719999999957,True,cis,False,True,False,cis,False,0.0502008032128514,0.039845376152245,0.2315161627777837,Tier_2_Validate,Adipose,proximal,912.0,UNCHAR_Apol3,uncharacterized Apol3,Chr7: 109.288724,8.468,33.5,Chr7: 109.593956,-0.864,Chr7,109.288724,Chr7,109.593956,109.288724,109.593956,0.3052320000000037,True,cis,False,True,False,cis,False,0.0867609254498714,0.1043083900226757,0.2668742604153915,Tier_2_Validate,Liver,proximal,both,True,True,True,True,False,0.9502039999999994,shared_cis_flip,0.06954910247035204,0.2405295599433615,28.674970416615658
25230.0,UNCHAR_Pira12,Pira12,paired-Ig-like receptor A12,Chr1: 65.304407,3.921,75.9,Chr1: 65.713205,1.022,Chr1,65.304407,Chr1,65.713205,65.304407,65.713205,0.4087980000000044,True,cis,False,False,False,cis,False,0.3741633199464525,0.2453166815343443,0.5168180005182789,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.672720020731155
,,Meiob,,,,,,,,,,,,,,,,,,,,,,,,,,,21318.0,ENSRNOG00000014711,meiosis specific with OB-fold,Chr10: 13.833169,4.204,59.4,Chr10: 13.810068,-1.446,Chr10,13.833169,Chr10,13.810068,13.833169,13.810068,0.0231010000000004,True,cis,False,False,False,cis,False,0.2532133676092545,0.2142857142857142,0.4636246786632391,Tier_1_HighConfidence,Liver,promoter,right_only,False,True,False,False,False,,tissue_specific,,,28.544987146529564
30612.0,ENSRNOG00000053269,Tmem106c,transmembrane protein 106C,Chr7: 129.088467,6.815,91.4,Chr7: 128.577171,-0.626,Chr7,129.088467,Chr7,128.577171,129.088467,128.577171,0.5112960000000157,True,cis,False,False,False,cis,False,0.4779116465863454,0.127564674397859,0.5119167123444714,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.47666849377886
2414.0,ENSRNOG00000042251,Cd300ld,Cd300 molecule-like family member D,Chr10: 100.115852,3.59,65.2,Chr10: 99.574645,-1.202,Chr10,100.115852,Chr10,99.574645,100.115852,99.574645,0.541207,True,cis,False,False,False,cis,False,0.3025435073627844,0.2988403211418376,0.5104843399766177,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.419373599064706
28869.0,ENSRNOG00000010296,Slc7a7,solute carrier family 7 member 7,Chr15: 27.873120,7.339,89.0,Chr15: 27.974218,0.658,Chr15,27.87312,Chr15,27.974218,27.87312,27.974218,0.1010980000000003,True,cis,False,False,False,cis,False,0.4618473895582329,0.1370799881058578,0.5096245821824318,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.38498328729727
20150.0,UNCHAR_LOC120103584,LOC120103584,uncharacterized LOC120103584,Chr6: 107.141541,5.469,79.3,Chr6: 107.059969,1.355,Chr6,107.141541,Chr6,107.059969,107.141541,107.059969,0.0815720000000084,True,cis,False,True,True,cis,False,0.396921017402945,0.3443354148082069,0.4594397512739031,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.377590050956123
,,Gpm6a,,,,,,,,,,,,,,,,,,,,,,,,,,,6279.0,ENSRNOG00000010731,glycoprotein m6a,Chr16: 36.973376,8.128,65.2,Chr16: 37.066228,1.17,Chr16,36.973376,Chr16,37.066228,36.973376,37.066228,0.0928520000000006,True,cis,False,False,False,cis,False,0.2904884318766067,0.1621315192743764,0.458416982902844,Tier_2_Validate,Liver,promoter,right_only,False,True,False,False,False,,tissue_specific,,,28.33667931611376
3390.0,ENSRNOG00000084862,Cpm,carboxypeptidase M,Chr7: 53.225646,5.998,68.1,Chr7: 53.314244,0.631,Chr7,53.225646,Chr7,53.314244,53.225646,53.314244,0.0885980000000046,True,cis,False,False,False,cis,False,0.3219544846050869,0.1290514421647338,0.4578520743694373,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.31408297477749
467.0,ENSRNOG00000023116,Agmo,alkylglycerol monooxygenase,Chr6: 53.986235,10.818,84.0,Chr6: 53.879848,0.741,Chr6,53.986235,Chr6,53.879848,53.986235,53.879848,0.106386999999998,True,cis,False,False,False,cis,False,0.428380187416332,0.1617603330359797,0.506549182158309,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.26196728633236
9814.0,ENSRNOG00000089559,LOC102550339,uncharacterized LOC102550339,Chr5: 110.110708,1.767,83.6,Chr5: 110.033650,1.229,Chr5,110.110708,Chr5,110.03365,110.110708,110.03365,0.077058000000008,True,cis,False,True,True,cis,False,0.4257028112449799,0.3068688670829616,0.4564000874147794,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.256003496591177
,,Aox2,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0,ENSRNOG00000033923,aldehyde oxidase 2,Chr9: 59.828402,7.067,63.0,Chr9: 59.678566,1.965,Chr9,59.828402,Chr9,59.678566,59.828402,59.678566,0.1498360000000005,True,cis,False,False,False,cis,False,0.2763496143958869,0.3123582766439909,0.5060477618639572,Tier_1_HighConfidence,Liver,proximal,right_only,False,True,False,False,False,,tissue_specific,,,28.24191047455829
20827.0,ENSRNOG00000031852,Lsamp,limbic system-associated membrane protein,Chr11: 60.717327,9.611,105.5,Chr11: 58.968000,-0.972,Chr11,60.717327,Chr11,58.968,60.717327,58.968,1.749326999999994,True,cis,False,False,False,cis,False,0.572289156626506,0.2304490038655961,0.5809583561722357,Tier_1_HighConfidence,Adipose,distal_cis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.238334246889426
,,Slc13a2,,,,,,,,,,,,,,,,,,,,,,,,,,,28532.0,ENSRNOG00000010337,solute carrier family 13 member 2,Chr10: 63.319126,7.0,83.5,Chr10: 63.165362,1.265,Chr10,63.319126,Chr10,63.165362,63.319126,63.165362,0.1537639999999953,True,cis,False,False,False,cis,False,0.4080976863753213,0.1800831443688586,0.505863290760463,Tier_1_HighConfidence,Liver,proximal,right_only,False,True,False,False,False,,tissue_specific,,,28.23453163041852
10349.0,UNCHAR_LOC102552728,LOC102552728,uncharacterized LOC102552728,Chr1: 20.087733,7.184,99.2,Chr1: 20.006034,-0.83,Chr1,20.087733,Chr1,20.006034,20.087733,20.006034,0.0816990000000004,True,cis,False,True,True,cis,False,0.5301204819277109,0.1882247992863514,0.4514208484249218,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.056833936996874
6399.0,ENSRNOG00000024651,Greb1,growth regulating estrogen receptor binding 1,Chr6: 39.562363,6.173,46.0,Chr6: 39.599091,1.064,Chr6,39.562363,Chr6,39.599091,39.562363,39.599091,0.0367280000000036,True,cis,False,False,False,cis,False,0.1740294511378848,0.2578055307760927,0.4511422436698921,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,28.045689746795684
24276.0,ENSRNOG00000089681,Or6k2,olfactory receptor family 6 subfamily K member 2,Chr13: 86.186441,2.073,65.8,Chr13: 86.622151,1.083,Chr13,86.186441,Chr13,86.622151,86.186441,86.622151,0.4357100000000002,True,cis,False,False,False,cis,False,0.3065595716198125,0.263455248290217,0.4995051869685103,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.98020747874041
1872.0,ENSRNOG00000007256,C5h8orf88,similar to human chromosome 8 open reading frame 88,Chr5: 28.330166,5.442,53.6,Chr5: 28.616757,-1.357,Chr5,28.330166,Chr5,28.616757,28.330166,28.616757,0.2865910000000014,True,cis,False,False,False,cis,False,0.2248995983935743,0.3449301219149568,0.4994404021079859,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.977616084319436
4453.0,ENSRNOG00000016632,Dsg3,desmoglein 3,Chr18: 11.799354,1.439,58.5,Chr18: 12.199016,1.241,Chr18,11.799354,Chr18,12.199016,11.799354,12.199016,0.399662000000001,True,cis,False,False,False,cis,False,0.2576974564926372,0.3104371097234612,0.4988470981756344,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.953883927025377
27790.0,ENSRNOG00000032664,RT1-S2,"RT1 class Ib, locus S2",Chr20: 2.650232,1.166,48.3,Chr20: 2.611182,0.983,Chr20,2.650232,Chr20,2.611182,2.650232,2.611182,0.03905,True,cis,False,False,False,cis,False,0.1894243641231592,0.2337198929527208,0.448100489976558,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.92401959906232
,,Clec2l,,,,,,,,,,,,,,,,,,,,,,,,,,,3049.0,ENSRNOG00000029644,"C-type lectin domain family 2, member L",Chr4: 67.392117,4.079,79.6,Chr4: 67.575059,1.268,Chr4,67.392117,Chr4,67.575059,67.392117,67.575059,0.182941999999997,True,cis,False,False,False,cis,False,0.3830334190231362,0.1806500377928949,0.4972892098856108,Tier_1_HighConfidence,Liver,proximal,right_only,False,True,False,False,False,,tissue_specific,,,27.891568395424432
,,Elavl2,,,,,,,,,,,,,,,,,,,,,,,,,,,4760.0,ENSRNOG00000006853,ELAV like RNA binding protein 2,Chr5: 106.086462,2.626,68.6,Chr5: 106.507856,1.587,Chr5,106.086462,Chr5,106.507856,106.086462,106.507856,0.4213940000000065,True,cis,False,False,False,cis,False,0.3123393316195372,0.2409297052154194,0.4936441628922348,Tier_1_HighConfidence,Liver,proximal,right_only,False,True,False,False,False,,tissue_specific,,,27.74576651568939
12645.0,UNCHAR_LOC108351885,LOC108351885,uncharacterized LOC108351885,Chr9: 10.025220,3.91,44.7,Chr9: 9.211178,-0.762,Chr9,10.02522,Chr9,9.211178,10.02522,9.211178,0.8140419999999988,True,cis,False,True,True,cis,False,0.1653279785809906,0.168004757656854,0.3166664576832456,Tier_2_Validate,Adipose,proximal,12645.0,UNCHAR_LOC108351885,uncharacterized LOC108351885,Chr9: 10.025220,2.013,20.6,Chr9: 5.497561,-0.868,Chr9,10.02522,Chr9,5.497561,10.02522,5.497561,4.527658999999999,False,trans,False,True,True,trans_moderate,True,0.0038560411311054,0.1050642479213908,0.1381221011683736,Tier_3_FlaggedInspect,Liver,trans,both,True,True,True,True,True,3.713617,tissue_specific_cis,0.3841410316897907,0.18371854287631606,27.666658307329826
8354.0,UNCHAR_Lilrb1,Lilrb1,leukocyte immunoglobulin like receptor B1,Chr1: 65.457263,6.305,73.9,Chr1: 65.713205,0.825,Chr1,65.457263,Chr1,65.713205,65.457263,65.713205,0.2559420000000045,True,cis,False,False,False,cis,False,0.3607764390896921,0.1867380315194766,0.491630064713209,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.66520258852836
,,LOC100361547,,,,,,,,,,,,,,,,,,,,,,,,,,,8560.0,ENSRNOG00000065743,"cytochrome P450, family 2, subfamily c, polypeptide 7 like 1",Chr1: 238.457700,1.859,46.7,Chr1: 238.452893,1.529,Chr1,238.4577,Chr1,238.452893,238.4577,238.452893,0.0048069999999995,True,cis,False,False,True,cis,False,0.1715938303341902,0.2299697656840514,0.4405472586063845,Tier_2_Validate,Liver,promoter,right_only,False,True,False,False,False,,tissue_specific,,,27.62189034425538
1724.0,ENSRNOG00000002728,Btc,betacellulin,Chr14: 16.708446,3.978,61.9,Chr14: 17.079721,-1.065,Chr14,16.708446,Chr14,17.079721,16.708446,17.079721,0.3712750000000007,True,cis,False,False,False,cis,False,0.2804551539491298,0.2581028843294677,0.488495313397509,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.53981253590036
32664.0,ENSRNOG00000054736,Vom2r16,"vomeronasal 2 receptor, 16",Chr1: 63.236377,1.133,61.4,Chr1: 63.505542,1.064,Chr1,63.236377,Chr1,63.505542,63.236377,63.505542,0.269165000000001,True,cis,False,False,False,cis,False,0.2771084337349397,0.2578055307760927,0.4872198875788613,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.488795503154453
1746.0,ENSRNOG00000064738,Btnl8,butyrophilin-like 8,Chr20: 4.264839,2.823,53.9,Chr20: 4.101122,-1.232,Chr20,4.264839,Chr20,4.101122,4.264839,4.101122,0.1637170000000001,True,cis,False,False,False,cis,False,0.2269076305220883,0.3077609277430865,0.4871339953928111,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.485359815712442
,,Hps1,,,,,,,,,,,,,,,,,,,,,,,,,,,6977.0,ENSRNOG00000045838,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1",Chr1: 241.577256,7.499,64.5,Chr1: 241.553485,0.851,Chr1,241.577256,Chr1,241.553485,241.577256,241.553485,0.0237710000000106,True,cis,False,False,False,cis,False,0.2859897172236504,0.1018518518518518,0.4357445491764258,Tier_2_Validate,Liver,promoter,right_only,False,True,False,False,False,,tissue_specific,,,27.429781967057032
1870.0,ENSRNOG00000026169,C5h1orf87,similar to human chromosome 1 open reading frame 87,Chr5: 111.411575,1.24,46.8,Chr5: 111.411343,-0.885,Chr5,111.411575,Chr5,111.411343,111.411575,111.411343,0.0002319999999969,True,cis,False,False,False,cis,False,0.179384203480589,0.2045792447219744,0.4343872068708971,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.375488274835885
28287.0,ENSRNOG00000025612,Sez6l,seizure related 6 homolog like,Chr12: 44.064900,1.538,40.1,Chr12: 43.066301,1.508,Chr12,44.0649,Chr12,43.066301,44.0649,43.066301,0.9985989999999988,True,cis,False,False,False,cis,False,0.1345381526104417,0.3898305084745762,0.4835290313797562,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.34116125519025
,,Cpb1,,,,,,,,,,,,,,,,,,,,,,,,,,,3373.0,ENSRNOG00000030904,carboxypeptidase B1,Chr2: 102.785627,3.143,45.6,Chr2: 102.851458,-1.457,Chr2,102.785627,Chr2,102.851458,102.785627,102.851458,0.0658309999999886,True,cis,False,False,False,cis,False,0.1645244215938303,0.2163643235071806,0.4333110607853538,Tier_2_Validate,Liver,promoter,right_only,False,True,False,False,False,,tissue_specific,,,27.33244243141415
8824.0,UNCHAR_LOC100911506,LOC100911506,uncharacterized LOC100911506,Chr14: 44.318609,4.613,81.0,Chr14: 44.394691,-1.058,Chr14,44.318609,Chr14,44.394691,44.318609,44.394691,0.0760819999999995,True,cis,False,True,True,cis,False,0.4082998661311914,0.256021409455843,0.432512446455462,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.30049785821848
9966.0,ENSRNOG00000083324,LOC102551006,uncharacterized LOC102551006,Chr5: 21.628170,1.161,78.0,Chr5: 21.572861,1.114,Chr5,21.62817,Chr5,21.572861,21.62817,21.572861,0.0553090000000011,True,cis,False,True,True,cis,False,0.3882195448460508,0.2726732084448409,0.4313124636518121,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.252498546072484
27768.0,UNCHAR_RT1-CE7,RT1-CE7,"RT1 class I, locus CE7",Chr20: 3.434258,1.034,40.5,Chr20: 6.357718,2.196,Chr20,3.434258,Chr20,6.357718,3.434258,6.357718,2.9234600000000004,True,cis,False,False,False,cis,False,0.1372155287817938,0.5944097531965508,0.5560688486924206,Tier_1_HighConfidence,Adipose,distal_cis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.242753947696823
,,RT1-CE6,,,,,,,,,,,,,,,,,,,,,,,,,,,27767.0,UNCHAR_RT1-CE6,"RT1 class I, locus CE6",Chr20: 3.461855,1.517,69.0,Chr20: 3.601132,1.373,Chr20,3.461855,Chr20,3.601132,3.461855,3.601132,0.1392770000000003,True,cis,False,False,False,cis,False,0.3149100257069409,0.2004913076341647,0.4803904666693869,Tier_1_HighConfidence,Liver,proximal,right_only,False,True,False,False,False,,tissue_specific,,,27.215618666775477
,,Ebf4,,,,,,,,,,,,,,,,,,,,,,,,,,,4571.0,ENSRNOG00000007408,EBF family member 4,Chr3: 117.498185,3.433,68.3,Chr3: 117.823761,-1.386,Chr3,117.498185,Chr3,117.823761,117.498185,117.823761,0.3255759999999981,True,cis,False,False,False,cis,False,0.3104113110539845,0.2029478458049886,0.4796757049006406,Tier_1_HighConfidence,Liver,proximal,right_only,False,True,False,False,False,,tissue_specific,,,27.187028196025622
3780.0,ENSRNOG00000080638,Cyp2d3,"cytochrome P450, family 2, subfamily d, polypeptide 3",Chr7: 113.922067,3.526,36.9,Chr7: 113.822112,1.062,Chr7,113.922067,Chr7,113.822112,113.922067,113.822112,0.0999549999999942,True,cis,False,False,False,cis,False,0.1131191432396251,0.2572108236693428,0.4296154884181388,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.184619536725553
,,Miox,,,,,,,,,,,,,,,,,,,,,,,,,,,21486.0,ENSRNOG00000008694,myo-inositol oxygenase,Chr7: 120.405030,7.024,63.8,Chr7: 120.551699,1.524,Chr7,120.40503,Chr7,120.551699,120.40503,120.551699,0.1466690000000028,True,cis,False,False,False,cis,False,0.2814910025706941,0.2290249433106576,0.478680581058473,Tier_1_HighConfidence,Liver,proximal,right_only,False,True,False,False,False,,tissue_specific,,,27.14722324233892
30948.0,ENSRNOG00000002468,Tnr,tenascin R,Chr13: 71.751713,4.286,25.0,Chr13: 72.375244,1.79,Chr13,71.751713,Chr13,72.375244,71.751713,72.375244,0.6235309999999998,True,cis,False,False,False,cis,False,0.0334672021419009,0.4736842105263157,0.4775029944338758,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.100119777355033
29088.0,ENSRNOG00000055018,Snora26,"small nucleolar RNA, H/ACA box 26",Chr14: 34.127759,0.897,39.6,Chr14: 33.884771,-1.461,Chr14,34.127759,Chr14,33.884771,34.127759,33.884771,0.2429879999999968,True,cis,False,False,False,cis,False,0.1311914323962516,0.375854891465953,0.4774662133517716,Tier_1_HighConfidence,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.098648534070865
8127.0,ENSRNOG00000070593,Krtap16-1,keratin associated protein 16-1,Chr10: 84.916983,1.537,44.4,Chr10: 84.798077,-1.345,Chr10,84.916983,Chr10,84.798077,84.916983,84.798077,0.1189059999999955,True,cis,False,False,False,cis,False,0.1633199464524765,0.3413618792744573,0.4766386390044268,Tier_2_Validate,Adipose,proximal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.06554556017707
18247.0,UNCHAR_LOC120100693,LOC120100693,uncharacterized LOC120100693,Chr2: 33.734739,2.164,67.9,Chr2: 33.741686,-1.29,Chr2,33.734739,Chr2,33.741686,33.734739,33.741686,0.0069470000000038,True,cis,False,True,True,cis,False,0.320615796519411,0.3250074338388343,0.4259681306253858,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.038725225015433
,,Inava,,,,,,,,,,,,,,,,,,,,,,,,,,,7375.0,ENSRNOG00000025948,innate immunity activator,Chr13: 47.687382,3.969,66.9,Chr13: 47.930266,-1.376,Chr13,47.687382,Chr13,47.930266,47.687382,47.930266,0.2428840000000036,True,cis,False,False,False,cis,False,0.301413881748072,0.201058201058201,0.4758652289821955,Tier_1_HighConfidence,Liver,proximal,right_only,False,True,False,False,False,,tissue_specific,,,27.03460915928782
24766.0,ENSRNOG00000000386,Pbld1,phenazine biosynthesis-like protein domain containing 1,Chr20: 25.566542,2.921,36.9,Chr20: 25.549211,1.024,Chr20,25.566542,Chr20,25.549211,25.566542,25.549211,0.0173309999999986,True,cis,False,False,False,cis,False,0.1131191432396251,0.2459113886410942,0.4256606861582518,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,27.02642744633007
26831.0,ENSRNOG00000042726,RGD1560775,similar to RIKEN cDNA 4930579C12 gene,Chr8: 89.716766,1.775,40.1,Chr8: 89.699592,0.922,Chr8,89.716766,Chr8,89.699592,89.716766,89.699592,0.0171740000000113,True,cis,False,False,False,cis,False,0.1345381526104417,0.215581326196848,0.4225418175825515,Tier_2_Validate,Adipose,promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,True,False,False,False,False,,tissue_specific,,,26.90167270330206
