Index,Record,Symbol,Description,Location,Mean,Peak -logP,Peak Location,Effect Size,Gene_Chr,Gene_Pos_Str,Peak_Chr,Peak_Pos_Str,Gene_Pos,Peak_Pos,Distance_Mb,is_cis,cis_trans,is_pseudogene,is_uncharacterized,is_loc,trans_flag,flag_artifact,norm_logp,norm_es,biol_score,tier,tissue
10899,UNCHAR_LOC102555453,LOC102555453,uncharacterized LOC102555453,ChrX: 1.197282,9.106,66.6,Chr3: 16.490648,0.517,ChrX, 1.197282,Chr3, 16.490648,1.197282,16.490648,inf,False,trans,False,True,True,LOC_UNCHARACTERIZED,True,0.31191432396251667,0.09515313707998811,0.24247361136487666,Tier_3_FlaggedInspect,Adipose
10920,UNCHAR_LOC102555557,LOC102555557,MLV-related proviral Env polyprotein-like,Chr12: 26.822693,2.77,66.6,Chr12: 27.015140,-1.649,Chr12, 26.822693,Chr12, 27.015140,26.822693,27.01514,0.19244699999999781,True,cis,False,False,True,cis,False,0.31191432396251667,0.431757359500446,0.5602850892120369,Tier_2_Validate,Adipose
14915,UNCHAR_LOC120095687,LOC120095687,uncharacterized LOC120095687,Chr11: 76.630584,4.142,66.6,Chr11: 77.035984,-1.15,Chr11, 76.630584,Chr11, 77.035984,76.630584,77.035984,0.4054000000000002,True,cis,False,True,True,cis,False,0.31191432396251667,0.2833779363663395,0.40835229111509963,Tier_2_Validate,Adipose
20959,ENSRNOG00000050784,Macrod2,mono-ADP ribosylhydrolase 2,Chr3: 127.720065,8.238,66.4,Chr3: 129.153371,-1.025,Chr3, 127.720065,Chr3, 129.153371,127.720065,129.153371,1.4333059999999875,True,cis,False,False,False,cis,False,0.3105756358768407,0.24620874219446917,0.49487453232495837,Tier_1_HighConfidence,Adipose
10877,UNCHAR_LOC102555374,LOC102555374,uncharacterized LOC102555374,Chr13: 84.978985,4.778,66.0,Chr13: 84.954509,-0.65,Chr13, 84.978985,Chr13, 84.954509,84.978985,84.954509,0.024475999999992837,True,cis,False,True,True,cis,False,0.3078982597054886,0.13470115967885818,0.3549097967845214,Tier_2_Validate,Adipose
22919,UNCHAR_Npy4r,Npy4r,neuropeptide Y receptor Y4,Chr16: 9.469056,1.262,65.8,Chr16: 9.517626,-1.268,Chr16, 9.469056,Chr16, 9.517626,9.469056,9.517626,0.04856999999999978,True,cis,False,False,False,cis,False,0.30655957161981257,0.3184656556645852,0.5187588295495391,Tier_1_HighConfidence,Adipose
24276,ENSRNOG00000089681,Or6k2,olfactory receptor family 6 subfamily K member 2,Chr13: 86.186441,2.073,65.8,Chr13: 86.622151,1.083,Chr13, 86.186441,Chr13, 86.622151,86.186441,86.622151,0.43571000000000026,True,cis,False,False,False,cis,False,0.30655957161981257,0.26345524829021705,0.4995051869685103,Tier_1_HighConfidence,Adipose
17647,ENSRNOG00000037348,LOC120099798,interferon stimulated exonuclease gene 20 like 1,Chr1: 93.701376,6.85,65.7,Chr1: 93.830128,0.617,Chr1, 93.701376,Chr1, 93.830128,93.701376,93.830128,0.12875200000000575,True,cis,False,False,True,cis,False,0.3058902275769746,0.12488849241748438,0.45077255199806066,Tier_2_Validate,Adipose
18272,UNCHAR_LOC120100724,LOC120100724,uncharacterized LOC120100724,Chr2: 51.952729,5.818,65.7,Chr2: 52.627302,-0.821,Chr2, 51.952729,Chr2, 52.627302,51.952729,52.627302,0.6745730000000023,True,cis,False,True,True,cis,False,0.3058902275769746,0.18554861730597677,0.37200359570903296,Tier_2_Validate,Adipose
583,ENSRNOG00000039504,Albfm1,albumin superfamily member 1,Chr14: 17.525024,2.396,65.5,Chr14: 17.530689,-1.168,Chr14, 17.525024,Chr14, 17.530689,17.525024,17.530689,0.005665000000000475,True,cis,False,False,False,cis,False,0.30455153949129854,0.28873030032708885,0.5076486439364355,Tier_1_HighConfidence,Adipose
11873,UNCHAR_LOC108348488,LOC108348488,uncharacterized LOC108348488,Chr1: 53.829903,4.641,65.3,Chr1: 53.025976,-0.774,Chr1, 53.829903,Chr1, 53.025976,53.829903,53.025976,0.8039270000000016,True,cis,False,True,True,cis,False,0.3032128514056225,0.17157300029735353,0.3661750480960416,Tier_2_Validate,Adipose
2414,ENSRNOG00000042251,Cd300ld,Cd300 molecule-like family member D,Chr10: 100.115852,3.59,65.2,Chr10: 99.574645,-1.202,Chr10, 100.115852,Chr10, 99.574645,100.115852,99.574645,0.541207,True,cis,False,False,False,cis,False,0.30254350736278446,0.2988403211418376,0.5104843399766177,Tier_1_HighConfidence,Adipose
5149,ENSRNOG00000002110,Fam114a1l1,"family with sequence similarity 114, member A1-like 1",Chr9: 111.659570,5.296,64.7,Chr14: 43.285791,0.65,Chr9, 111.659570,Chr14, 43.285791,111.65957,43.285791,inf,False,trans,False,False,False,trans_moderate,True,0.2991967871485944,0.13470115967885818,0.35186428138960835,Tier_3_FlaggedInspect,Adipose
27764,UNCHAR_RT1-CE3,RT1-CE3,"RT1 class I, locus CE3",Chr20: 3.520937,6.85,64.7,Chr20: 4.679209,1.123,Chr20, 3.520937,Chr20, 4.679209,3.520937,4.679209,1.1582720000000002,True,cis,False,False,False,cis,False,0.2991967871485944,0.27534939042521556,0.5010911621508334,Tier_1_HighConfidence,Adipose
1273,ENSRNOG00000030269,Atp2b2,ATPase plasma membrane Ca2+ transporting 2,Chr4: 147.208059,4.507,64.6,Chr4: 145.227332,-1.377,Chr4, 147.208059,Chr4, 145.227332,147.208059,145.227332,1.9807270000000017,True,cis,False,False,False,cis,False,0.2985274431057563,0.3508771929824561,0.5272916226308743,Tier_1_HighConfidence,Adipose
11424,UNCHAR_LOC103691939,LOC103691939,uncharacterized LOC103691939,Chr3: 143.139772,8.354,64.0,Chr8: 79.366724,0.687,Chr3, 143.139772,Chr8, 79.366724,143.139772,79.366724,inf,False,trans,False,True,True,LOC_UNCHARACTERIZED,True,0.29451137884872824,0.1457032411537318,0.25407511700086105,Tier_3_FlaggedInspect,Adipose
9804,UNCHAR_LOC102550304,LOC102550304,uncharacterized LOC102550304,Chr3: 131.526273,5.52,63.9,Chr3: 131.462440,0.678,Chr3, 131.526273,Chr3, 131.462440,131.526273,131.46244,0.06383300000001668,True,cis,False,True,True,cis,False,0.2938420348058902,0.14302705917335715,0.3529041828927365,Tier_2_Validate,Adipose
11440,UNCHAR_LOC103691992,LOC103691992,uncharacterized LOC103691992,Chr3: 164.305928,4.021,63.9,Chr3: 163.652536,-1.057,Chr3, 164.305928,Chr3, 163.652536,164.305928,163.652536,0.6533919999999966,True,cis,False,True,True,cis,False,0.2938420348058902,0.255724055902468,0.3923481317479254,Tier_2_Validate,Adipose
12616,UNCHAR_LOC108351754,LOC108351754,uncharacterized LOC108351754,Chr8: 84.651605,0.955,63.7,Chr8: 84.736853,1.067,Chr8, 84.651605,Chr8, 84.736853,84.651605,84.736853,0.08524799999999289,True,cis,False,True,True,cis,False,0.2925033467202142,0.2586975914362176,0.3929203283547511,Tier_2_Validate,Adipose
10471,UNCHAR_LOC102553363,LOC102553363,uncharacterized LOC102553363,Chr1: 20.663698,1.523,63.6,Chr1: 20.006034,-0.911,Chr1, 20.663698,Chr1, 20.006034,20.663698,20.006034,0.6576640000000005,True,cis,False,True,True,cis,False,0.2918340026773762,0.21231043710972344,0.3764505539254849,Tier_2_Validate,Adipose
16033,ENSRNOG00000061398,LOC120097291,U1 spliceosomal RNA,Chr15: 21.239755,3.425,63.3,Chr6: 72.936638,1.611,Chr15, 21.239755,Chr6, 72.936638,21.239755,72.936638,inf,False,trans,False,False,True,LOC_UNCHARACTERIZED,True,0.2898259705488621,0.42045792447219743,0.4485993632573708,Tier_3_FlaggedInspect,Adipose
27793,ENSRNOG00000073529,RT1-T24-1,"RT1 class I, locus T24, gene 1",Chr20: 2.761494,5.531,62.6,Chr20: 3.601132,0.666,Chr20, 2.761494,Chr20, 3.601132,2.761494,3.601132,0.8396380000000003,True,cis,False,False,False,cis,False,0.285140562248996,0.13945881653285758,0.4486097825736487,Tier_2_Validate,Adipose
27816,ENSRNOG00000000279,Rtn4ip1,reticulon 4 interacting protein 1,Chr20: 47.382250,7.377,62.5,Chr20: 47.342075,0.516,Chr20, 47.382250,Chr20, 47.342075,47.38225,47.342075,0.04017499999999785,True,cis,False,False,False,cis,False,0.28447121820615795,0.09485578352661314,0.43276445060646984,Tier_2_Validate,Adipose
12846,UNCHAR_LOC108352547,LOC108352547,uncharacterized LOC108352547,Chr13: 56.747096,2.015,62.4,Chr13: 56.452309,-1.088,Chr13, 56.747096,Chr13, 56.452309,56.747096,56.452309,0.29478699999999947,True,cis,False,True,True,cis,False,0.2838018741633199,0.2649420160570919,0.3920603615771441,Tier_2_Validate,Adipose
8502,UNCHAR_LOC100360200,LOC100360200,uncharacterized LOC100360200,Chr12: 10.211743,3.988,62.2,Chr12: 9.403643,1.263,Chr12, 10.211743,Chr12, 9.403643,10.211743,9.403643,0.8080999999999996,True,cis,False,True,True,cis,False,0.2824631860776439,0.31697888789771034,0.40980472589137396,Tier_2_Validate,Adipose
32002,ENSRNOG00000004411,Tspan8,tetraspanin 8,Chr7: 51.444945,7.137,62.0,Chr7: 51.760433,-0.804,Chr7, 51.444945,Chr7, 51.760433,51.444945,51.760433,0.315488000000002,True,cis,False,False,False,cis,False,0.28112449799196787,0.18049360689860244,0.46156633671169955,Tier_2_Validate,Adipose
1724,ENSRNOG00000002728,Btc,betacellulin,Chr14: 16.708446,3.978,61.9,Chr14: 17.079721,-1.065,Chr14, 16.708446,Chr14, 17.079721,16.708446,17.079721,0.3712750000000007,True,cis,False,False,False,cis,False,0.28045515394912984,0.2581028843294677,0.48849531339750907,Tier_1_HighConfidence,Adipose
8793,UNCHAR_LOC100911030,LOC100911030,uncharacterized LOC100911030,Chr1: 207.703429,5.861,61.9,Chr1: 208.647015,-0.963,Chr1, 207.703429,Chr1, 208.647015,207.703429,208.647015,0.9435860000000105,True,cis,False,True,True,cis,False,0.28045515394912984,0.22777282188522152,0.377879791542023,Tier_2_Validate,Adipose
8955,UNCHAR_LOC102546433,LOC102546433,uncharacterized LOC102546433,Chr18: 0.125306,6.176,61.8,Chr18: 0.012173,0.554,Chr18, 0.125306,Chr18, 0.012173,0.125306,0.012173,0.113133,True,cis,False,True,True,cis,False,0.2797858099062918,0.10615521855486175,0.33507935996140376,Tier_2_Validate,Adipose
10100,UNCHAR_LOC102551569,LOC102551569,uncharacterized LOC102551569,Chr1: 174.135540,1.072,61.8,Chr1: 175.800813,1.441,Chr1, 174.135540,Chr1, 175.800813,174.13554,175.800813,1.6652730000000133,True,cis,False,True,True,cis,False,0.2797858099062918,0.36990782039845377,0.4273927706066609,Tier_2_Validate,Adipose
31075,ENSRNOG00000021091,Trank1,tetratricopeptide repeat and ankyrin repeat containing 1,Chr8: 111.275972,5.425,61.8,Chr8: 110.719344,-0.934,Chr8, 111.275972,Chr8, 110.719344,111.275972,110.719344,0.5566279999999892,True,cis,False,False,False,cis,False,0.2797858099062918,0.21914956883734762,0.4746273825602738,Tier_2_Validate,Adipose
28908,UNCHAR_Slfn13,Slfn13,uncharacterized Slfn13,Chr10: 67.955911,9.726,61.4,Chr10: 68.317118,-0.504,Chr10, 67.955911,Chr10, 68.317118,67.955911,68.317118,0.3612069999999932,True,cis,False,True,False,cis,False,0.27710843373493976,0.09128754088611359,0.3289385911173687,Tier_2_Validate,Adipose
32664,ENSRNOG00000054736,Vom2r16,"vomeronasal 2 receptor, 16",Chr1: 63.236377,1.133,61.4,Chr1: 63.505542,1.064,Chr1, 63.236377,Chr1, 63.505542,63.236377,63.505542,0.269165000000001,True,cis,False,False,False,cis,False,0.27710843373493976,0.25780553077609275,0.48721988757886137,Tier_1_HighConfidence,Adipose
290,ENSRNOG00000042478,Adam22,ADAM metallopeptidase domain 22,Chr4: 25.716054,7.668,61.1,Chr4: 25.286406,0.567,Chr4, 25.716054,Chr4, 25.286406,25.716054,25.286406,0.42964800000000025,True,cis,False,False,False,cis,False,0.2751004016064257,0.11002081474873623,0.43479242572430665,Tier_2_Validate,Adipose
23031,ENSRNOG00000031136,Ntng1,netrin G1,Chr2: 197.827680,5.885,61.0,Chr2: 196.146024,-0.71,Chr2, 197.827680,Chr2, 196.146024,197.82768,196.146024,1.6816559999999754,True,cis,False,False,False,cis,False,0.27443105756358765,0.15254237288135591,0.4494407006557303,Tier_2_Validate,Adipose
15837,ENSRNOG00000069144,LOC120097004,uncharacterized LOC120097004,Chr15: 35.449433,1.746,60.9,Chr15: 35.414731,1.007,Chr15, 35.449433,Chr15, 35.414731,35.449433,35.414731,0.03470199999999579,True,cis,False,True,True,cis,False,0.2737617135207496,0.24085637823371983,0.38011633211406426,Tier_2_Validate,Adipose
27752,ENSRNOG00000071249,RT1-A3,"RT1 class I, locus A3",Chr20: 4.847572,10.8,60.7,Chr20: 4.680142,0.635,Chr20, 4.847572,Chr20, 4.680142,4.847572,4.680142,0.1674300000000004,True,cis,False,False,False,cis,False,0.27242302543507363,0.1302408563782337,0.4409323586346575,Tier_2_Validate,Adipose
26979,UNCHAR_RGD1563400,RGD1563400,uncharacterized RGD1563400,Chr12: 18.580285,4.983,60.6,Chr12: 19.031953,-1.061,Chr12, 18.580285,Chr12, 19.031953,18.580285,19.031953,0.4516680000000015,True,cis,False,True,False,cis,False,0.2717536813922356,0.2569134701159678,0.3850335030278712,Tier_2_Validate,Adipose
30118,UNCHAR_Tatdn3,Tatdn3,uncharacterized Tatdn3,Chr13: 102.649048,7.616,60.5,Chr13: 102.773533,0.499,Chr13, 102.649048,Chr13, 102.773533,102.649048,102.773533,0.12448500000000706,True,cis,False,True,False,cis,False,0.2710843373493976,0.08980077311923877,0.3263097886640227,Tier_2_Validate,Adipose
10942,ENSRNOG00000074084,LOC102555661,uncharacterized LOC102555661,Chr3: 139.325803,1.607,60.0,Chr3: 138.848480,1.081,Chr3, 139.325803,Chr3, 138.848480,139.325803,138.84848,0.4773230000000126,True,cis,False,True,True,cis,False,0.2677376171352075,0.26286054118346713,0.38570935541153606,Tier_2_Validate,Adipose
195,ENSRNOG00000032508,Acot5,acyl-CoA thioesterase 5,Chr6: 103.701907,1.045,59.6,Chr6: 103.587155,0.985,Chr6, 103.701907,Chr6, 103.587155,103.701907,103.587155,0.11475200000000996,True,cis,False,False,False,cis,False,0.26506024096385544,0.23431460005947072,0.4747811943581641,Tier_2_Validate,Adipose
16384,UNCHAR_LOC120097800,LOC120097800,thymosin beta-10-like,Chr17: 14.135653,6.495,59.4,Chr4: 105.344429,-0.789,Chr17, 14.135653,Chr4, 105.344429,14.135653,105.344429,inf,False,trans,False,False,True,trans_moderate,True,0.2637215528781794,0.17603330359797803,0.35391419976665506,Tier_3_FlaggedInspect,Adipose
26756,UNCHAR_RGD1359290,RGD1359290,uncharacterized RGD1359290,Chr10: 92.373734,8.543,59.1,Chr18: 68.328736,1.399,Chr10, 92.373734,Chr18, 68.328736,92.373734,68.328736,inf,False,trans,False,True,False,trans_moderate,True,0.2617135207496653,0.3574189711567053,0.3166963721672297,Tier_3_FlaggedInspect,Adipose
13789,UNCHAR_LOC120094140,LOC120094140,uncharacterized LOC120094140,Chr8: 48.730792,6.77,59.0,Chr8: 48.395402,0.569,Chr8, 48.730792,Chr8, 48.395402,48.730792,48.395402,0.33539000000000385,True,cis,False,True,True,cis,False,0.2610441767068273,0.11061552185548616,0.3300808944968097,Tier_2_Validate,Adipose
6861,UNCHAR_Hmgb1-ps28,Hmgb1-ps28,"high-mobility group box 1, pseudogene 28",Chr16: 48.746341,3.022,58.6,Chr12: 5.995145,1.819,Chr16, 48.746341,Chr12, 5.995145,48.746341,5.995145,inf,False,trans,True,False,False,PSEUDOGENE_TRANS,True,0.2583668005354752,0.4823074635741897,0.35923599243838267,Tier_3_FlaggedInspect,Adipose
22083,ENSRNOG00000026387,Ms4a12,membrane spanning 4-domains A12,Chr1: 207.894632,5.078,58.6,Chr1: 207.840211,-1.212,Chr1, 207.894632,Chr1, 207.840211,207.894632,207.840211,0.05442099999999073,True,cis,False,False,False,cis,False,0.2583668005354752,0.30181385667558724,0.49606323002387187,Tier_1_HighConfidence,Adipose
4453,ENSRNOG00000016632,Dsg3,desmoglein 3,Chr18: 11.799354,1.439,58.5,Chr18: 12.199016,1.241,Chr18, 11.799354,Chr18, 12.199016,11.799354,12.199016,0.39966200000000107,True,cis,False,False,False,cis,False,0.2576974564926372,0.3104371097234612,0.49884709817563444,Tier_1_HighConfidence,Adipose
22922,ENSRNOG00000017820,Nqo2,N-ribosyldihydronicotinamide:quinone dehydrogenase 2,Chr17: 30.938724,7.736,58.3,Chr17: 30.819586,-0.481,Chr17, 30.938724,Chr17, 30.819586,30.938724,30.819586,0.11913799999999952,True,cis,False,False,False,cis,False,0.25635876840696115,0.08444840915848943,0.4192825121479077,Tier_2_Validate,Adipose
20443,UNCHAR_LOC685453,LOC685453,uncharacterized LOC685453,Chr5: 113.944482,3.322,58.2,Chr5: 113.292868,0.755,Chr5, 113.944482,Chr5, 113.292868,113.944482,113.292868,0.651613999999995,True,cis,False,True,True,cis,False,0.2556894243641232,0.16592328278322926,0.34756444750157334,Tier_2_Validate,Adipose
19280,UNCHAR_LOC120102311,LOC120102311,uncharacterized LOC120102311,Chr4: 105.288959,4.79,58.1,Chr4: 105.344429,-0.683,Chr4, 105.288959,Chr4, 105.344429,105.288959,105.344429,0.055469999999999686,True,cis,False,True,True,cis,False,0.25502008032128515,0.14451382694023196,0.339836867541531,Tier_2_Validate,Adipose
27751,ENSRNOG00000069480,RT1-A2,"RT1 class Ia, locus A2",Chr20: 4.870938,11.794,58.0,Chr20: 3.601132,0.706,Chr20, 4.870938,Chr20, 3.601132,4.870938,3.601132,1.2698059999999995,True,cis,False,False,False,cis,False,0.2543507362784471,0.15135295866785606,0.44199629323120615,Tier_2_Validate,Adipose
25024,ENSRNOG00000014462_1,Pfas,"farnesyltransferase, CAAX box, subunit alpha",Chr10: 53.711810,8.925,57.9,Chr10: 53.742243,-0.469,Chr10, 53.711810,Chr10, 53.742243,53.71181,53.742243,0.030433000000002153,True,cis,False,False,False,cis,False,0.2536813922356091,0.08088016651798988,0.41709654556375964,Tier_2_Validate,Adipose
26134,ENSRNOG00000015072,Ptgr1,prostaglandin reductase 1,Chr5: 73.802623,7.755,57.2,Chr5: 73.809984,-0.938,Chr5, 73.802623,Chr5, 73.809984,73.802623,73.809984,0.0073610000000030595,True,cis,False,False,False,cis,False,0.248995983935743,0.22033898305084743,0.4642672384453066,Tier_2_Validate,Adipose
27761,UNCHAR_RT1-CE15,RT1-CE15,"RT1 class I, locus CE15",Chr20: 3.279073,8.382,57.1,Chr20: 4.680142,0.672,Chr20, 3.279073,Chr20, 4.680142,3.279073,4.680142,1.4010690000000001,True,cis,False,False,False,cis,False,0.24832663989290496,0.14124293785310735,0.43634935221110427,Tier_2_Validate,Adipose
11290,UNCHAR_LOC103691157,LOC103691157,uncharacterized LOC103691157,Chr1: 121.055567,2.183,56.6,Chr1: 121.190327,-0.866,Chr1, 121.055567,Chr1, 121.190327,121.055567,121.190327,0.13476,True,cis,False,True,True,cis,False,0.24497991967871485,0.19892952720785015,0.3553683064102977,Tier_2_Validate,Adipose
10683,UNCHAR_LOC102554403,LOC102554403,uncharacterized LOC102554403,Chr11: 70.656790,1.183,56.4,Chr11: 70.604547,-0.919,Chr11, 70.656790,Chr11, 70.604547,70.65679,70.604547,0.05224300000000426,True,cis,False,True,True,cis,False,0.2436412315930388,0.21468926553672316,0.36041567399541663,Tier_2_Validate,Adipose
4410,ENSRNOG00000025404,Dppa4,developmental pluripotency associated 4,Chr11: 52.578778,2.165,56.3,Chr11: 52.576144,-1.098,Chr11, 52.578778,Chr11, 52.576144,52.578778,52.576144,0.0026340000000004693,True,cis,False,False,False,cis,False,0.24297188755020077,0.2679155515908415,0.4788106036993648,Tier_1_HighConfidence,Adipose
21731,UNCHAR_Mir6321,Mir6321,microRNA 6321,Chr14: 19.459456,2.083,56.1,Chr14: 19.903596,0.952,Chr14, 19.459456,Chr14, 19.903596,19.459456,19.903596,0.44414000000000087,True,cis,False,False,False,cis,False,0.24163319946452477,0.2245019327980969,0.46314729629191753,Tier_2_Validate,Adipose
10841,ENSRNOG00000065630,LOC102555217,zinc finger protein 120-like,Chr3: 138.595664,9.091,55.4,Chr3: 140.097827,-0.436,Chr3, 138.595664,Chr3, 140.097827,138.595664,140.097827,1.502162999999996,True,cis,False,False,True,cis,False,0.2369477911646586,0.07106749925661611,0.40780535164744613,Tier_2_Validate,Adipose
8901,UNCHAR_LOC100912427,LOC100912427,Y box binding protein 1 like 1,Chr1: 171.306091,7.897,55.3,Chr5: 133.068819,0.428,Chr1, 171.306091,Chr5, 133.068819,171.306091,133.068819,inf,False,trans,False,False,True,trans_moderate,True,0.23627844712182058,0.06868867082961641,0.30673849128300296,Tier_3_FlaggedInspect,Adipose
17729,UNCHAR_LOC120099890,LOC120099890,uncharacterized LOC120099890,Chr1: 153.484558,3.019,55.2,Chr1: 153.308472,1.095,Chr1, 153.484558,Chr1, 153.308472,153.484558,153.308472,0.17608599999999797,True,cis,False,True,True,cis,False,0.2356091030789826,0.2670234909307166,0.3759214079033947,Tier_2_Validate,Adipose
16627,UNCHAR_LOC120098153,LOC120098153,uncharacterized LOC120098153,Chr18: 22.110778,1.055,55.1,Chr18: 22.039241,1.049,Chr18, 22.110778,Chr18, 22.039241,22.110778,22.039241,0.0715369999999993,True,cis,False,True,True,cis,False,0.23493975903614459,0.2533452274754683,0.37089974527906444,Tier_2_Validate,Adipose
22441,ENSRNOG00000067962,Nat8f3,N-acetyltransferase 8 (GCN5-related) family member 3,Chr4: 118.246009,6.471,55.1,Chr4: 118.133979,-0.67,Chr4, 118.246009,Chr4, 118.133979,118.246009,118.133979,0.11203000000000429,True,cis,False,False,False,cis,False,0.23493975903614459,0.14064823074635743,0.43145579642387566,Tier_2_Validate,Adipose
2766,ENSRNOG00000006114,Cfap69,cilia and flagella associated protein 69,Chr4: 28.379631,5.904,54.8,Chr4: 28.255022,-0.457,Chr4, 28.379631,Chr4, 28.255022,28.379631,28.255022,0.12460899999999953,True,cis,False,False,False,cis,False,0.2329317269076305,0.07731192387749034,0.40858527777479225,Tier_2_Validate,Adipose
13400,UNCHAR_LOC120093590,LOC120093590,uncharacterized LOC120093590,Chr7: 50.433096,6.747,54.7,Chr7: 50.445816,-1.05,Chr7, 50.433096,Chr7, 50.445816,50.433096,50.445816,0.012720000000001619,True,cis,False,True,True,cis,False,0.2322623828647925,0.2536425810288433,0.3700667373627725,Tier_2_Validate,Adipose
25254,ENSRNOG00000045626,Pkd1l2,polycystin 1 like 2,Chr19: 45.136502,4.332,54.7,Chr19: 45.316201,0.896,Chr19, 45.136502,Chr19, 45.316201,45.136502,45.316201,0.1796989999999994,True,cis,False,False,False,cis,False,0.2322623828647925,0.20785013380909903,0.45403938083586204,Tier_2_Validate,Adipose
26801,UNCHAR_RGD1560017,RGD1560017,uncharacterized RGD1560017,Chr3: 91.267802,5.635,54.7,Chr18: 68.328736,2.044,Chr3, 91.267802,Chr18, 68.328736,91.267802,68.328736,inf,False,trans,False,True,False,MEGA_EFFECT,True,0.2322623828647925,0.5492120130835564,0.37351603858192206,Tier_3_FlaggedInspect,Adipose
5916,ENSRNOG00000000168,Gatm,glycine amidinotransferase,Chr3: 109.675507,8.261,54.5,Chr3: 109.270516,-0.763,Chr3, 109.675507,Chr3, 109.270516,109.675507,109.270516,0.40499099999999544,True,cis,False,False,False,cis,False,0.23092369477911645,0.16830211121022898,0.4397290320962709,Tier_2_Validate,Adipose
28073,ENSRNOG00000009528,Sdcbp2,syndecan binding protein 2,Chr3: 140.060745,8.57,54.5,Chr3: 140.097827,0.453,Chr3, 140.060745,Chr3, 140.097827,140.060745,140.097827,0.03708199999999806,True,cis,False,False,False,cis,False,0.23092369477911645,0.07612250966399049,0.40746617155508746,Tier_2_Validate,Adipose
1746,ENSRNOG00000064738,Btnl8,butyrophilin-like 8,Chr20: 4.264839,2.823,53.9,Chr20: 4.101122,-1.232,Chr20, 4.264839,Chr20, 4.101122,4.264839,4.101122,0.1637170000000001,True,cis,False,False,False,cis,False,0.22690763052208834,0.3077609277430865,0.4871339953928111,Tier_1_HighConfidence,Adipose
3397,ENSRNOG00000000522,Cpne5,copine 5,Chr20: 7.289308,2.726,53.9,Chr20: 7.361183,1.092,Chr20, 7.289308,Chr20, 7.361183,7.289308,7.361183,0.07187499999999947,True,cis,False,False,False,cis,False,0.22690763052208834,0.2661314302705917,0.4725636712774379,Tier_2_Validate,Adipose
19432,UNCHAR_LOC120102499,LOC120102499,uncharacterized LOC120102499,Chr4: 129.420527,1.351,53.9,Chr4: 129.196723,1.111,Chr4, 129.420527,Chr4, 129.196723,129.420527,129.196723,0.22380400000000122,True,cis,False,True,True,cis,False,0.22690763052208834,0.271781147784716,0.37454107240738155,Tier_2_Validate,Adipose
8536,UNCHAR_LOC100361025,LOC100361025,uncharacterized LOC100361025,Chr14: 87.552304,6.119,53.7,Chr1: 95.648114,0.567,Chr14, 87.552304,Chr1, 95.648114,87.552304,95.648114,inf,False,trans,False,True,True,trans_moderate,True,0.22556894243641232,0.11002081474873623,0.217456415014802,Tier_3_FlaggedInspect,Adipose
1872,ENSRNOG00000007256,C5h8orf88,similar to human chromosome 8 open reading frame 88,Chr5: 28.330166,5.442,53.6,Chr5: 28.616757,-1.357,Chr5, 28.330166,Chr5, 28.616757,28.330166,28.616757,0.2865910000000014,True,cis,False,False,False,cis,False,0.2248995983935743,0.34493012191495687,0.4994404021079859,Tier_1_HighConfidence,Adipose
9062,UNCHAR_LOC102546903,LOC102546903,uncharacterized LOC102546903,Chr12: 18.837514,2.6,53.2,Chr12: 19.031953,1.159,Chr12, 18.837514,Chr12, 19.031953,18.837514,19.031953,0.1944390000000027,True,cis,False,True,True,cis,False,0.22222222222222224,0.28605411834671424,0.3778967191991277,Tier_2_Validate,Adipose
18700,ENSRNOG00000056780,LOC120101379,U1 spliceosomal RNA,Chr2: 112.190390,4.21,53.1,Chr6: 72.936638,1.155,Chr2, 112.190390,Chr6, 72.936638,112.19039,72.936638,inf,False,trans,False,False,True,trans_moderate,True,0.2215528781793842,0.2848647041332144,0.3772461538094095,Tier_3_FlaggedInspect,Adipose
23093,ENSRNOG00000004727,Nup37,nucleoporin 37,Chr7: 22.556563,7.473,53.1,Chr7: 22.632021,-0.408,Chr7, 22.556563,Chr7, 22.632021,22.556563,22.632021,0.07545800000000114,True,cis,False,False,False,cis,False,0.2215528781793842,0.06274159976211714,0.39950306727952545,Tier_2_Validate,Adipose
9634,UNCHAR_LOC102549494,LOC102549494,uncharacterized LOC102549494,Chr12: 4.982436,5.745,52.9,Chr12: 4.504911,0.735,Chr12, 4.982436,Chr12, 4.504911,4.982436,4.504911,0.477525,True,cis,False,True,True,cis,False,0.22021419009370816,0.15997621171573,0.3330666406333034,Tier_2_Validate,Adipose
28659,ENSRNOG00000033251,Slc25a52,"solute carrier family 25, member 52",Chr14: 45.398336,4.318,52.8,Chr5: 59.115211,0.701,Chr14, 45.398336,Chr5, 59.115211,45.398336,59.115211,inf,False,trans,False,False,False,trans_moderate,True,0.21954484605087013,0.14986619090098127,0.329293862933148,Tier_3_FlaggedInspect,Adipose
13125,UNCHAR_LOC120093158,LOC120093158,uncharacterized LOC120093158,Chr2: 91.501917,4.342,52.6,Chr2: 90.622770,0.587,Chr2, 91.501917,Chr2, 90.622770,91.501917,90.62277,0.8791470000000032,True,cis,False,True,True,cis,False,0.2182061579651941,0.11596788581623549,0.31696091532350035,Tier_2_Validate,Adipose
