"Index","Record","Symbol","Description","Location","Mean","Peak -logP","Peak Location","Effect Size"
"9319","UNCHAR_LOC102548069","LOC102548069","uncharacterized LOC102548069","Chr20: 8.645567","4.128","47.4","Chr20: 8.746702","-1.033"
"10701","UNCHAR_LOC102554501","LOC102554501","uncharacterized LOC102554501","Chr3: 13.949382","0.921","47.4","Chr3: 13.657871","0.999"
"22861","ENSRNOG00000000442_2","Notch4","notch receptor 4","Chr20: 4.184465","4.891","47.4","Chr20: 4.680142","-0.919"
"17849","UNCHAR_LOC120100033","LOC120100033","uncharacterized LOC120100033","Chr1: 238.501942","5.834","46.9","Chr1: 238.452893","1.524"
"20850","ENSRNOG00000070531","Ltb","lymphotoxin beta","Chr20: 3.629380","6.009","46.8","Chr20: 3.210100","-1.007"
"7699","ENSRNOG00000046949","Kcnb1","potassium voltage-gated channel subfamily B member 1","Chr3: 155.913382","1.770","46.7","Chr3: 155.138696","-1.187"
"8560","ENSRNOG00000065743","LOC100361547","cytochrome P450, family 2, subfamily c, polypeptide 7 like 1","Chr1: 238.457700","1.859","46.7","Chr1: 238.452893","1.529"
"32690","ENSRNOG00000078605","Vom2r44","vomeronasal 2 receptor 44","Chr2: 148.497149","3.285","46.7","Chr2: 147.792901","1.243"
"33610","ENSRNOG00000057989","Zp2","zona pellucida glycoprotein 2","Chr1: 174.525287","0.403","46.6","Chr1: 175.800813","0.849"
"8502","UNCHAR_LOC100360200","LOC100360200","uncharacterized LOC100360200","Chr12: 10.211743","3.561","46.5","Chr12: 9.403643","1.268"
"9094","UNCHAR_LOC102547102","LOC102547102","uncharacterized LOC102547102","Chr7: 110.021714","8.279","46.5","Chr7: 110.115189","0.633"
"12180","UNCHAR_LOC108350069","LOC108350069","uncharacterized LOC108350069","Chr2: 183.522844","1.184","46.5","Chr2: 183.798575","0.927"
"12104","UNCHAR_LOC108349628","LOC108349628","uncharacterized LOC108349628","Chr1: 175.141463","1.163","46.4","Chr1: 175.800813","1.436"
"28206","ENSRNOG00000022932","Serhl2","serine hydrolase-like 2","Chr7: 114.246034","7.567","46.3","Chr7: 114.967349","0.675"
"13471","UNCHAR_LOC120093671","LOC120093671","uncharacterized LOC120093671","Chr7: 93.252518","0.495","46.1","Chr7: 93.103623","-0.855"
"27902","ENSRNOG00000036719","Samd10","sterile alpha motif domain containing 10","Chr3: 168.704426","5.195","46.1","Chr3: 168.114441","-0.961"
"30833","ENSRNOG00000010204","Tmem9","transmembrane protein 9","Chr13: 47.458485","7.734","45.8","Chr13: 47.430149","0.766"
"3373","ENSRNOG00000030904","Cpb1","carboxypeptidase B1","Chr2: 102.785627","3.143","45.6","Chr2: 102.851458","-1.457"
"8850","UNCHAR_LOC100911879","LOC100911879","cytochrome P450 like 1","Chr1: 238.597060","3.899","45.5","Chr1: 237.090968","-1.240"
"16376","UNCHAR_LOC120097786","LOC120097786","uncharacterized LOC120097786","Chr17: 8.011330","4.070","45.5","Chr17: 7.992823","-1.013"
"15110","UNCHAR_LOC120095967","LOC120095967","uncharacterized LOC120095967","Chr12: 33.243971","1.665","45.4","Chr12: 33.354417","-0.955"
"25264","UNCHAR_Pkib","Pkib","cAMP-dependent protein kinase inhibitor beta","Chr20: 36.965171","4.322","45.3","Chr20: 36.959102","1.191"
"26691","ENSRNOG00000027949","Rfx6","regulatory factor X, 6","Chr20: 31.019783","2.419","44.9","Chr20: 30.822703","-1.629"
"28443","ENSRNOG00000021474","Siglec5","sialic acid binding Ig-like lectin 5","Chr1: 93.768189","5.633","44.9","Chr1: 92.454009","-1.272"
"1575","ENSRNOG00000050819","Birc5","baculoviral IAP repeat-containing 5","Chr10: 103.072529","3.084","44.5","Chr10: 102.999385","-0.980"
"10864","UNCHAR_LOC102555308","LOC102555308","uncharacterized LOC102555308","Chr13: 94.160255","3.260","44.5","Chr13: 93.657711","-1.609"
"19798","UNCHAR_LOC120103042","LOC120103042","uncharacterized LOC120103042","Chr5: 160.700912","2.270","44.5","Chr5: 161.614974","0.979"
"10899","UNCHAR_LOC102555453","LOC102555453","uncharacterized LOC102555453","ChrX: 1.197282","10.115","44.3","Chr3: 16.490648","0.819"
"33504","ENSRNOG00000055608","Zfp94l1","zinc finger protein 94 like 1","Chr1: 79.896552","2.007","43.9","Chr1: 79.715297","-1.178"
"11974","UNCHAR_LOC108348901","LOC108348901","uncharacterized LOC108348901","Chr19: 16.500196","4.645","43.6","Chr19: 16.494076","-1.308"
"27816","ENSRNOG00000000279","Rtn4ip1","reticulon 4 interacting protein 1","Chr20: 47.382250","7.920","43.6","Chr20: 47.342075","0.657"
"9439","UNCHAR_LOC102548553","LOC102548553","uncharacterized LOC102548553","Chr4: 72.088277","4.025","43.4","Chr4: 71.606853","-0.924"
"27823","ENSRNOG00000066242","Rtp4","receptor (chemosensory) transporter protein 4","Chr11: 77.249193","9.795","43.4","Chr11: 77.181196","-0.662"
"1975","ENSRNOG00000013260","Calr3","calreticulin 3","Chr16: 17.396088","6.811","43.1","Chr16: 17.484384","0.577"
"26134","ENSRNOG00000015072","Ptgr1","prostaglandin reductase 1","Chr5: 73.802623","10.389","42.9","Chr5: 73.810363","-0.652"
"27135","UNCHAR_RGD1566212","RGD1566212","ATP synthase membrane subunit c locus 2 like 2","Chr2: 26.836361","0.587","42.8","Chr7: 133.796878","0.782"
"7673","ENSRNOG00000017788","Katnal2","katanin catalytic subunit A1 like 2","Chr18: 70.607885","4.857","42.7","Chr18: 70.329282","-1.029"
"20977","ENSRNOG00000021023","Mag","myelin-associated glycoprotein","Chr1: 86.163725","0.912","42.7","Chr1: 86.021287","-0.920"
"26771","UNCHAR_RGD1559588","RGD1559588","uncharacterized RGD1559588","Chr12: 17.398843","2.762","42.6","Chr12: 19.032032","1.234"
"9490","UNCHAR_LOC102548791","LOC102548791","uncharacterized LOC102548791","Chr10: 103.655143","2.172","42.4","Chr10: 103.865949","-1.069"
"226","ENSRNOG00000064951","Acsm2","acyl-CoA synthetase medium-chain family member 2","Chr1: 173.916367","7.579","42.3","Chr1: 177.193526","-1.642"
"8881","UNCHAR_LOC100912214","LOC100912214","uncharacterized LOC100912214","Chr9: 91.996237","3.137","42.3","Chr9: 92.433450","0.973"
"20757","ENSRNOG00000027971","Lrrc31","leucine rich repeat containing 31","Chr2: 112.702843","0.570","42.3","Chr2: 112.752818","-0.899"
"17166","UNCHAR_LOC120098896","LOC120098896","uncharacterized LOC120098896","Chr20: 4.865697","5.250","42.1","Chr20: 3.601132","0.715"
"11510","UNCHAR_LOC103692512","LOC103692512","uncharacterized LOC103692512","Chr5: 159.888453","4.894","42.0","Chr5: 159.179026","-0.917"
"14598","UNCHAR_LOC120095234","LOC120095234","uncharacterized LOC120095234","Chr10: 2.222455","2.429","42.0","Chr14: 0.492117","1.183"
"27800","ENSRNOG00000027513","Rtel1","regulator of telomere elongation helicase 1","Chr3: 168.427246","8.611","41.9","Chr3: 168.114441","-0.757"
"29907","ENSRNOG00000004200","Sybu","syntabulin","Chr7: 75.948918","4.008","41.8","Chr7: 75.723892","1.070"
"30986","ENSRNOG00000025601","Topaz1","testis and ovary specific TOPAZ 1","Chr8: 122.358242","2.791","41.8","Chr8: 123.157499","1.107"
"18861","ENSRNOG00000066870","LOC120101643","sodium/nucleoside cotransporter 2-like","Chr3: 109.505639","11.435","41.7","Chr3: 109.771053","-0.772"
"20134","UNCHAR_LOC120103562","LOC120103562","uncharacterized LOC120103562","Chr6: 98.801523","2.114","41.1","Chr6: 98.648176","-1.212"
"7765","ENSRNOG00000016675","Kcnn2","potassium calcium-activated channel subfamily N member 2","Chr18: 37.817965","7.961","40.8","Chr18: 35.289721","1.229"
"18242","ENSRNOG00000064284","LOC120100687","uncharacterized LOC120100687","Chr2: 31.489973","3.554","40.8","Chr2: 31.925135","-1.108"
"1192","ENSRNOG00000060105","Astn2","astrotactin 2","Chr5: 79.744020","3.021","40.6","Chr5: 79.948056","1.108"
"6224","ENSRNOG00000002936","Golt1a","golgi transport 1A","Chr13: 44.760355","8.251","40.4","Chr13: 44.694753","0.626"
"2458","ENSRNOG00000007178","Cd8a","CD8 subunit alpha","Chr4: 103.365803","5.029","40.3","Chr4: 104.212440","1.012"
"9736","UNCHAR_LOC102549998","LOC102549998","uncharacterized LOC102549998","Chr7: 120.407664","2.757","40.2","Chr7: 120.551699","1.130"
"20628","UNCHAR_LOC691418","LOC691418","uncharacterized LOC691418","Chr3: 106.164178","6.305","40.1","Chr3: 106.311986","1.085"
"10471","UNCHAR_LOC102553363","LOC102553363","uncharacterized LOC102553363","Chr1: 20.663698","7.107","39.9","Chr1: 20.006034","-0.827"
"22266","ENSRNOG00000042912","Mycbpap","Mycbp associated protein","Chr10: 79.470976","1.714","39.9","Chr10: 79.677697","0.962"
"19374","UNCHAR_LOC120102417","LOC120102417","uncharacterized LOC120102417","Chr4: 168.042534","2.181","39.5","Chr4: 168.248096","-1.049"
"20671","ENSRNOG00000014426","Lox","lysyl oxidase","Chr18: 45.977430","4.985","39.5","Chr18: 45.671598","1.759"
"9401","UNCHAR_LOC102548389","LOC102548389","uncharacterized LOC102548389","Chr12: 4.438667","7.142","39.4","Chr12: 4.504808","0.809"
"28186","UNCHAR_Sephs2","Sephs2","selenophosphate synthetase 2","Chr1: 181.895463","11.993","39.4","Chr1: 181.810195","-0.514"
"3220","ENSRNOG00000005286","Coch","cochlin","Chr6: 69.031138","4.822","39.3","Chr6: 69.282694","1.062"
"9531","UNCHAR_LOC102549007","LOC102549007","uncharacterized LOC102549007","Chr3: 164.291121","1.807","39.2","Chr3: 164.153483","-1.050"
"27756","UNCHAR_RT1-CE10","RT1-CE10","RT1 class I, locus CE11","Chr20: 3.380300","6.508","39.1","Chr20: 0.038589","-1.501"
"87","ENSRNOG00000007041","Abcg2","ATP binding cassette subfamily G member 2","Chr4: 87.676240","6.786","39.0","Chr4: 88.034264","-0.822"
"489","ENSRNOG00000017821","Agxt2","alanine-glyoxylate aminotransferase 2","Chr2: 59.336251","10.730","39.0","Chr2: 59.228537","-0.633"
"3537","ENSRNOG00000030719","Csmd1","CUB and Sushi multiple domains 1","Chr16: 72.218188","6.923","39.0","Chr16: 73.831735","-1.414"
"16202","ENSRNOG00000089199","LOC120097510","spindlin-1-like","Chr16: 0.218038","3.879","39.0","Chr17: 14.426630","1.207"
"1490","ENSRNOG00000009928","Bckdhb","branched chain keto acid dehydrogenase E1 subunit beta","Chr8: 84.845263","11.056","38.9","Chr8: 85.585197","-0.536"
"13035","UNCHAR_LOC108353253","LOC108353253","uncharacterized LOC108353253","Chr20: 3.260747","5.252","38.9","Chr20: 3.210100","-1.333"
"8838","ENSRNOG00000082841","LOC100911718","cytochrome P450 2C6-like","Chr1: 237.693100","11.750","38.8","Chr1: 237.090968","1.536"
"28062","ENSRNOG00000000500","Scube3","signal peptide, CUB domain and EGF like domain containing 3","Chr20: 6.199181","4.622","38.3","Chr20: 6.357718","1.144"
"30006","ENSRNOG00000005853","Tacr1","tachykinin receptor 1","Chr4: 114.920843","2.164","38.1","Chr4: 114.802566","1.247"
"32353","ENSRNOG00000029071","Unc5c","unc-5 netrin receptor C","Chr2: 230.180352","2.060","37.7","Chr2: 230.030788","1.191"
"5613","ENSRNOG00000007660","Fntb","farnesyltransferase, CAAX box, subunit beta","Chr6: 95.536614","4.709","37.5","Chr6: 95.470641","-0.977"
"9750","UNCHAR_LOC102550051","LOC102550051","uncharacterized LOC102550051","Chr10: 64.738278","5.611","37.5","Chr10: 64.736786","-0.915"
"3782","UNCHAR_Cyp2d5","Cyp2d5","uncharacterized Cyp2d5","Chr7: 113.904457","13.215","37.3","Chr7: 113.823396","0.674"
"3793","ENSRNOG00000011053","Cyp2u1","cytochrome P450, family 2, subfamily u, polypeptide 1","Chr2: 219.866958","7.584","37.2","Chr2: 219.970144","0.690"
"6066","ENSRNOG00000014357","Gja4","gap junction protein, alpha 4","Chr5: 139.635856","6.600","37.1","Chr5: 139.016294","-0.648"
"27754","UNCHAR_RT1-Bb","RT1-Bb","similar to RT1 class II histocompatibility antigen, B-1 beta chain precursor (RT1.B-beta(1))","Chr20: 4.602200","8.205","37.1","Chr20: 5.504017","-0.829"
"11828","ENSRNOG00000058436","LOC108348215","zinc finger protein 420-like","Chr1: 61.427012","3.639","37.0","Chr1: 58.660722","-1.423"
"32320","UNCHAR_Ugt2b-ps1","Ugt2b-ps1","UDP glycosyltransferase 2 family, polypeptide B, pseudogene 1","Chr14: 20.717534","8.826","37.0","Chr14: 19.903596","0.731"
"4916","ENSRNOG00000017286","Ephx2","epoxide hydrolase 2","Chr15: 40.327631","11.618","36.8","Chr15: 35.927510","-0.923"
"7532","ENSRNOG00000019741","Isyna1","inositol-3-phosphate synthase 1","Chr16: 18.841978","8.325","36.8","Chr16: 18.944552","0.725"
"28514","ENSRNOG00000037753","Slc10a2","solute carrier family 10 member 2","Chr16: 84.386527","5.326","36.7","Chr16: 84.221585","-1.218"
"7549","ENSRNOG00000046639","Itgae","integrin subunit alpha E","Chr10: 57.704812","6.410","36.6","Chr10: 56.935705","-0.687"
"25886","ENSRNOG00000019330","Procr","protein C receptor","Chr3: 144.254595","4.978","36.4","Chr3: 144.329719","-0.651"
"6667","ENSRNOG00000081310","Hbb","hemoglobin subunit beta","Chr1: 158.251831","10.732","36.3","Chr1: 158.468568","-0.898"
"24976","ENSRNOG00000057556","Pdzrn3","PDZ domain containing RING finger 3","Chr4: 133.996958","7.390","36.3","Chr4: 133.915066","0.895"
"27579","ENSRNOG00000032825","Rpl30l2","ribosomal protein L30-like 2","Chr10: 36.831984","8.046","36.3","Chr7: 68.207211","1.360"
"47","ENSRNOG00000039656","Abca17","ATP-binding cassette, subfamily A (ABC1), member 17","Chr10: 13.382220","2.808","36.2","Chr10: 13.286123","-0.928"
"390","ENSRNOG00000046357","Adh4","alcohol dehydrogenase 4 (class II), pi polypeptide","Chr2: 226.948716","10.145","36.2","Chr2: 227.299002","-0.943"
"6184","ENSRNOG00000025040","Gng10","G protein subunit gamma 10","Chr5: 73.856123","9.927","36.2","Chr5: 73.810363","0.479"
"20133","UNCHAR_LOC120103561","LOC120103561","uncharacterized LOC120103561","Chr6: 98.790230","1.397","36.0","Chr6: 97.992218","1.111"
"195","ENSRNOG00000032508","Acot5","acyl-CoA thioesterase 5","Chr6: 103.701907","7.096","35.6","Chr6: 103.587155","0.836"
"8646","UNCHAR_LOC100363423","LOC100363423","uncharacterized LOC100363423","Chr10: 75.508353","4.000","35.6","Chr10: 75.461046","-0.935"
"3805","ENSRNOG00000082592","Cyp4a2","cytochrome P450, family 4, subfamily a, polypeptide 2","Chr5: 128.934187","12.789","35.4","Chr5: 128.754736","0.826"
"6645","ENSRNOG00000081861","Harbi1","harbinger transposase derived 1","Chr3: 77.681430","5.117","35.3","Chr3: 78.131964","-0.680"
"13847","UNCHAR_LOC120094216","LOC120094216","uncharacterized LOC120094216","Chr8: 84.870784","2.376","35.3","Chr8: 84.736853","-1.065"
"20309","UNCHAR_LOC501467","LOC501467","uncharacterized LOC501467","Chr19: 0.018788","1.655","35.3","Chr19: 13.144002","-1.404"
"22439","ENSRNOG00000015799","Nat8f1","N-acetyltransferase 8 (GCN5-related) family member 1","Chr4: 118.342908","2.534","35.2","Chr4: 118.133979","-0.812"
"25099","ENSRNOG00000018874","Phf19","PHD finger protein 19","Chr3: 18.197288","7.509","34.9","Chr3: 17.943348","-0.880"
"26133","ENSRNOG00000008245","Ptgis","prostaglandin I2 synthase","Chr3: 155.964227","4.444","34.7","Chr3: 155.974515","0.828"
"20945","ENSRNOG00000011826","Lzts1","leucine zipper tumor suppressor 1","Chr16: 20.542755","3.335","34.6","Chr16: 19.290322","-1.132"
"20236","UNCHAR_LOC304725","LOC304725","uncharacterized LOC304725","Chr13: 12.864306","1.419","34.5","Chr13: 12.697811","0.956"
"20443","UNCHAR_LOC685453","LOC685453","uncharacterized LOC685453","Chr5: 113.944482","1.059","34.4","Chr5: 114.372409","0.796"
"26561","ENSRNOG00000013794","Rbp1","retinol binding protein 1","Chr8: 99.025217","11.246","34.3","Chr8: 98.607081","0.649"
"10124","UNCHAR_LOC102551693","LOC102551693","uncharacterized LOC102551693","Chr1: 204.680567","5.602","34.2","Chr1: 205.159275","0.969"
"3637","ENSRNOG00000014064","Ctsh","cathepsin H","Chr8: 90.608940","12.954","33.7","Chr8: 90.485971","-0.462"
"33570","ENSRNOG00000022199","Zmynd12","zinc finger, MYND-type containing 12","Chr5: 133.026916","2.970","33.6","Chr5: 133.068819","-0.863"
"420","ENSRNOG00000047545","Adra2a","adrenoceptor alpha 2A","Chr1: 253.061479","0.895","33.5","Chr1: 252.591777","0.813"
"912","UNCHAR_Apol3","Apol3","uncharacterized Apol3","Chr7: 109.288724","8.468","33.5","Chr7: 109.593956","-0.864"
"25805","ENSRNOG00000031993","Prim1","DNA primase subunit 1","Chr7: 0.446341","6.981","33.5","Chr7: 0.693685","-0.510"
"28911","UNCHAR_Slfn3","Slfn3","schlafen family member 4","Chr10: 68.020481","4.014","33.3","Chr10: 68.151584","-0.775"
"33418","ENSRNOG00000031478","Zfp663","zinc finger protein 663","Chr3: 154.102520","0.623","33.3","Chr3: 153.986705","0.769"
"31992","ENSRNOG00000008758","Tspan18","tetraspanin 18","Chr3: 79.299906","6.762","33.2","Chr3: 79.134092","0.778"
"251","ENSRNOG00000019745","Actn3","actinin alpha 3","Chr1: 202.175011","1.013","33.1","Chr1: 204.059623","0.848"
"10725","UNCHAR_LOC102554611","LOC102554611","uncharacterized LOC102554611","Chr15: 47.588472","0.446","33.1","Chr15: 38.397019","0.647"
"28736","ENSRNOG00000009014","Slc35f2","solute carrier family 35, member F2","Chr8: 54.159969","1.334","32.8","Chr8: 54.179622","-1.107"
"11086","UNCHAR_LOC102556463","LOC102556463","uncharacterized LOC102556463","Chr9: 114.045240","5.969","32.7","Chr9: 113.311047","1.020"
"24921","ENSRNOG00000010280","Pde8b","phosphodiesterase 8B","Chr2: 26.479724","6.213","32.7","Chr2: 26.715322","0.895"
"2410","ENSRNOG00000046121","Cd300c","CD300c molecule","Chr10: 100.228253","0.447","32.5","Chr10: 99.574645","0.679"
"20332","UNCHAR_LOC678760","LOC678760","uncharacterized LOC678760","Chr3: 136.920236","7.286","32.5","Chr1: 203.288832","0.549"
"6093","ENSRNOG00000007561","Glb1l2","galactosidase, beta 1-like 2","Chr8: 25.166842","4.346","32.4","Chr8: 25.570084","1.062"
"31009","ENSRNOG00000007285","Tp53rkb","tumor protein p53 regulating kinase B","Chr3: 155.529297","4.500","32.3","Chr3: 155.748335","-0.645"
"8595","UNCHAR_LOC100362345","LOC100362345","uncharacterized LOC100362345","Chr5: 103.767985","3.815","32.2","Chr1: 218.891118","1.121"
"9496","UNCHAR_LOC102548820","LOC102548820","uncharacterized LOC102548820","Chr1: 180.915706","6.185","32.2","Chr1: 179.972680","-0.954"
"28552","ENSRNOG00000023476","Slc16a5","solute carrier family 16 member 5","Chr10: 100.707433","1.907","32.1","Chr10: 100.351953","1.288"
"21142","ENSRNOG00000042620","Marveld1","MARVEL domain containing 1","Chr1: 240.954049","8.000","32.0","Chr1: 239.747047","1.095"
"29427","ENSRNOG00000058275","Spef2","sperm flagellar 2","Chr2: 58.694717","1.290","32.0","Chr2: 58.606188","1.076"
"2255","ENSRNOG00000037206","Ccdc77","coiled-coil domain containing 77","Chr4: 153.565907","5.728","31.9","Chr4: 153.708588","-0.900"
"3775","ENSRNOG00000054181","Cyp2c6v1","cytochrome P450, family 2, subfamily C, polypeptide 6","Chr1: 237.938520","13.738","31.9","Chr1: 239.015809","1.458"
"4613","ENSRNOG00000012721","Ednra","endothelin receptor type A","Chr19: 30.233539","6.077","31.9","Chr19: 30.542433","1.064"
"18748","UNCHAR_LOC120101507","LOC120101507","uncharacterized LOC120101507","Chr3: 8.311241","2.952","31.9","Chr3: 8.470212","0.869"
"18284","UNCHAR_LOC120100740","LOC120100740","uncharacterized LOC120100740","Chr2: 59.601220","0.565","31.8","Chr2: 58.827052","-0.855"
"10582","UNCHAR_LOC102553885","LOC102553885","uncharacterized LOC102553885","Chr4: 83.693167","0.496","31.7","Chr4: 83.871948","0.693"
"29962","ENSRNOG00000004756","Syt2","synaptotagmin 2","Chr13: 46.088045","1.866","31.7","Chr13: 47.428898","-0.863"
"20381","UNCHAR_LOC681182","LOC681182","uncharacterized LOC681182","Chr12: 18.081409","1.146","31.6","Chr12: 18.368308","-0.871"
"24930","ENSRNOG00000010832","Pdgfrl","platelet-derived growth factor receptor-like","Chr16: 51.407849","1.941","31.6","Chr16: 51.428041","-0.847"
"27757","UNCHAR_RT1-CE11","RT1-CE11","RT1 class I, locus CE11","Chr20: 3.358519","3.251","31.6","Chr20: 3.210100","-0.955"
"27388","UNCHAR_Rnf8","Rnf8","ring finger protein 8","Chr20: 7.682257","9.012","31.5","Chr20: 7.862433","-0.577"
"28686","ENSRNOG00000001115","Slc29a4","solute carrier family 29 member 4","Chr12: 11.884659","4.174","31.5","Chr12: 12.536759","1.309"
"13382","UNCHAR_LOC120093570","LOC120093570","uncharacterized LOC120093570","Chr7: 34.301338","0.655","31.3","Chr7: 34.300659","0.756"
"30821","ENSRNOG00000019414","Tmem79","transmembrane protein 79","Chr2: 173.803150","3.880","31.2","Chr2: 173.599533","0.940"
"28256","ENSRNOG00000016831","Serpinh1","serpin family H member 1","Chr1: 153.650852","8.597","30.9","Chr1: 152.301954","-0.689"
"2515","ENSRNOG00000015562","Cdh17","cadherin 17","Chr5: 25.262819","10.981","30.8","Chr5: 24.888002","1.139"
"19719","UNCHAR_LOC120102953","LOC120102953","uncharacterized LOC120102953","Chr5: 129.021086","16.098","30.8","Chr5: 128.754736","0.695"
"2199","ENSRNOG00000004774","Ccdc175","coiled-coil domain containing 175","Chr6: 90.745014","5.774","30.7","Chr6: 90.719996","-0.560"
"32514","ENSRNOG00000029212","Vcan","versican","Chr2: 20.860636","3.882","30.7","Chr2: 20.357925","1.059"
"21816","ENSRNOG00000033809","Mlh1","mutL homolog 1","Chr8: 111.233720","7.044","30.6","Chr8: 109.619919","0.588"
"2125","ENSRNOG00000049693","Cbr1l2","carbonyl reductase 1 like 2","Chr11: 32.892639","2.918","30.5","Chr11: 33.102109","1.389"
"23307","ENSRNOG00000025957","Ooep","oocyte expressed protein","Chr8: 79.224553","1.875","30.4","Chr3: 48.171869","0.867"
"1612","ENSRNOG00000053384","Bmp7","bone morphogenetic protein 7","Chr3: 161.716937","6.549","30.3","Chr3: 162.046341","0.647"
"27331","ENSRNOG00000016123","Rnf144b","ring finger protein 144B","Chr17: 17.580686","9.915","30.2","Chr17: 17.400900","-0.792"
"18221","UNCHAR_LOC120100663","LOC120100663","uncharacterized LOC120100663","Chr2: 22.057536","8.126","30.1","Chr2: 22.703777","-1.314"
"19771","UNCHAR_LOC120103010","LOC120103010","uncharacterized LOC120103010","Chr5: 148.365130","5.800","30.1","Chr5: 148.448833","0.526"
"12025","UNCHAR_LOC108349084","LOC108349084","uncharacterized LOC108349084","Chr20: 43.012746","3.132","30.0","Chr20: 42.941343","-0.925"
"17090","ENSRNOG00000070630","LOC120098812","uncharacterized LOC120098812","Chr20: 7.149116","3.410","29.9","Chr7: 120.551699","-1.341"
"29668","ENSRNOG00000012083","St6galnac2","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2","Chr10: 101.928411","3.552","29.9","Chr10: 101.964122","-0.925"
"8950","UNCHAR_LOC102546403","LOC102546403","uncharacterized LOC102546403","Chr10: 6.793512","2.722","29.8","Chr10: 8.602467","-1.141"
"22700","ENSRNOG00000026286","Nhlrc1","NHL repeat containing E3 ubiquitin protein ligase 1","Chr17: 17.674302","6.723","29.8","Chr17: 17.446549","0.734"
"28801","ENSRNOG00000023937","Slc49a3","solute carrier family 49 member 3","Chr14: 1.305090","3.676","29.8","Chr14: 0.011848","-0.923"
"24865","ENSRNOG00000003209","Pcp4l1","Purkinje cell protein 4-like 1","Chr13: 83.612630","7.428","29.7","Chr13: 83.183593","-0.999"
"28439","ENSRNOG00000015593","Sigirr","single Ig and TIR domain containing","Chr1: 196.208691","9.689","29.7","Chr1: 196.097163","0.569"
"30418","ENSRNOG00000045829","Thbs1","thrombospondin 1","Chr3: 105.056292","6.147","29.7","Chr3: 106.311986","-0.971"
"20892","ENSRNOG00000027516","Ly6g5b","lymphocyte antigen 6 family member G5B","Chr20: 3.705463","2.020","29.6","Chr20: 3.601132","0.845"
"22069","ENSRNOG00000001842","Mrps35","mitochondrial ribosomal protein S35","Chr4: 179.958066","9.659","29.6","Chr4: 179.868683","-0.503"
"31075","ENSRNOG00000021091","Trank1","tetratricopeptide repeat and ankyrin repeat containing 1","Chr8: 111.275972","2.377","29.6","Chr8: 110.715683","1.108"
"33510","ENSRNOG00000048577","Zfp955a","zinc finger protein 955A","Chr7: 12.769775","3.822","29.6","Chr7: 12.671864","-0.837"
"388","UNCHAR_Adh1","Adh1","uncharacterized Adh1","Chr2: 226.797302","15.544","29.5","Chr2: 227.302230","-0.533"
"8779","UNCHAR_LOC100910809","LOC100910809","uncharacterized LOC100910809","Chr6: 9.789421","5.463","29.4","Chr6: 10.388999","-0.709"
"8910","UNCHAR_LOC100912622","LOC100912622","uncharacterized LOC100912622","Chr2: 223.868545","6.045","29.2","Chr2: 223.720312","-0.654"
"27130","UNCHAR_RGD1566099","RGD1566099","uncharacterized RGD1566099","Chr13: 50.418973","6.294","29.1","Chr13: 50.307539","0.523"
"30999","ENSRNOG00000028649","Tox3","TOX high mobility group box family member 3","Chr19: 16.648337","2.208","29.1","Chr19: 16.494076","1.003"
"9448","UNCHAR_LOC102548590","LOC102548590","uncharacterized LOC102548590","Chr7: 82.247334","1.585","29.0","Chr7: 79.391659","-0.994"
"22097","ENSRNOG00000030689","Ms4a6c","membrane-spanning 4-domains, subfamily A, member 6C","Chr1: 208.153503","2.372","29.0","Chr1: 207.745267","0.860"
"25629","ENSRNOG00000010558","Ppif","peptidylprolyl isomerase F","Chr16: 1.257196","9.418","29.0","Chr16: 1.089073","-0.624"
"13517","UNCHAR_LOC120093718","LOC120093718","uncharacterized LOC120093718","Chr7: 127.681794","1.456","28.9","Chr7: 127.456612","0.847"
"394","ENSRNOG00000032959","Adh7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","Chr2: 226.748723","10.082","28.8","Chr2: 226.735033","0.611"
"32310","UNCHAR_Ugt1a2","Ugt1a2","uncharacterized Ugt1a2","Chr9: 88.791215","4.430","28.8","Chr9: 88.391594","1.481"
"570","ENSRNOG00000013004","Akr1d1","aldo-keto reductase family 1, member D1","Chr4: 66.154245","14.870","28.7","Chr4: 66.043143","0.567"
"18365","ENSRNOG00000063309","LOC120100841","guanine nucleotide exchange factor MSS4-like","Chr2: 153.400399","4.169","28.7","Chr2: 154.418888","-0.851"
"22531","ENSRNOG00000062245","Ndufa10l1","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10-like 1","Chr6: 59.881251","7.640","28.7","Chr9: 92.945792","0.876"
"22899","ENSRNOG00000052873","Npnt","nephronectin","Chr2: 221.459526","7.281","28.7","Chr2: 220.787276","-0.743"
"32085","ENSRNOG00000046889_1","Ttn","diazepam binding inhibitor","Chr3: 61.924911","2.047","28.7","Chr3: 61.953620","-0.905"
"5134","ENSRNOG00000014727","Fahd1","fumarylacetoacetate hydrolase domain containing 1","Chr10: 13.874881","10.783","28.6","Chr10: 13.810068","-0.451"
"26195","ENSRNOG00000013515","Ptpru","protein tyrosine phosphatase, receptor type, U","Chr5: 144.024790","4.568","28.6","Chr5: 143.919137","0.699"
"3796","ENSRNOG00000000969","Cyp3a18","cytochrome P450, family 3, subfamily a, polypeptide 18","Chr12: 8.880508","14.435","28.4","Chr12: 8.927130","-0.797"
